Week,Day,Time,W/L,OT,Record,@,Opponent,TeamScore,OpponentScore,Off_1stDn,Off_Totyd,Off_PassYd,Off_RushYd,Off_TO,Def_1stDn,Def_Totyd,Def_PassYd,Def_RushYd,Def_TO,ExpOff,ExpDef,ExpSpTeams,year,win_pct,Team,Timestamp
1,Sun,1:00PM ET,0,0,0-1,1,Baltimore Ravens,6.0,38.0,20.0,306.0,168.0,138.0,3.0,23.0,381.0,270.0,111.0,1.0,-8.32,-16.62,-8.64,2020,0.0,cle,2020-09-13
2,Thu,8:20PM ET,1,0,1-1,0,Cincinnati Bengals,35.0,30.0,23.0,434.0,219.0,215.0,1.0,30.0,353.0,285.0,68.0,1.0,19.62,-11.19,-1.79,2020,0.5,cle,2020-09-17
3,Sun,1:00PM ET,1,0,2-1,0,Washington Football Team,34.0,20.0,19.0,300.0,142.0,158.0,0.0,19.0,309.0,206.0,103.0,5.0,8.28,4.68,1.14,2020,0.6666666666666666,cle,2020-09-27
4,Sun,1:00PM ET,1,0,3-1,1,Dallas Cowboys,49.0,38.0,33.0,508.0,201.0,307.0,0.0,35.0,566.0,481.0,85.0,3.0,29.43,-19.85,1.81,2020,0.75,cle,2020-10-04
5,Sun,4:25PM ET,1,0,4-1,0,Indianapolis Colts,32.0,23.0,22.0,385.0,261.0,124.0,2.0,15.0,308.0,240.0,68.0,2.0,9.88,2.46,-4.93,2020,0.8,cle,2020-10-11
6,Sun,1:00PM ET,0,0,4-2,1,Pittsburgh Steelers,7.0,38.0,12.0,220.0,145.0,75.0,2.0,18.0,277.0,148.0,129.0,0.0,-22.96,-6.99,-0.58,2020,0.6666666666666666,cle,2020-10-18
7,Sun,1:00PM ET,1,0,5-2,1,Cincinnati Bengals,37.0,34.0,23.0,398.0,316.0,82.0,1.0,31.0,468.0,387.0,81.0,2.0,25.11,-22.02,-1.35,2020,0.7142857142857143,cle,2020-10-25
8,Sun,1:00PM ET,0,0,5-3,0,Las Vegas Raiders,6.0,16.0,14.0,223.0,122.0,101.0,1.0,24.0,309.0,100.0,209.0,0.0,-0.65,-13.68,2.42,2020,0.625,cle,2020-11-01
10,Sun,1:00PM ET,1,0,6-3,0,Houston Texans,10.0,7.0,20.0,356.0,125.0,231.0,0.0,16.0,243.0,153.0,90.0,0.0,5.49,0.68,2.92,2020,0.6666666666666666,cle,2020-11-15
11,Sun,1:00PM ET,1,0,7-3,0,Philadelphia Eagles,22.0,17.0,17.0,324.0,187.0,137.0,1.0,19.0,315.0,209.0,106.0,3.0,-4.43,10.55,1.99,2020,0.7,cle,2020-11-22
12,Sun,1:00PM ET,1,0,8-3,1,Jacksonville Jaguars,27.0,25.0,25.0,459.0,252.0,207.0,1.0,22.0,375.0,235.0,140.0,0.0,15.17,-11.93,-2.43,2020,0.7272727272727273,cle,2020-11-29
13,Sun,1:00PM ET,1,0,9-3,1,Tennessee Titans,41.0,35.0,26.0,458.0,340.0,118.0,1.0,25.0,431.0,369.0,62.0,3.0,16.85,-9.59,1.78,2020,0.75,cle,2020-12-06
14,Mon,8:15PM ET,0,0,9-4,0,Baltimore Ravens,42.0,47.0,33.0,493.0,355.0,138.0,1.0,25.0,385.0,154.0,231.0,0.0,23.63,-24.92,-5.17,2020,0.6923076923076923,cle,2020-12-14
15,Sun,8:20PM ET,1,0,10-4,1,New York Giants,20.0,6.0,24.0,392.0,286.0,106.0,0.0,14.0,288.0,214.0,74.0,0.0,16.29,-0.85,-1.67,2020,0.7142857142857143,cle,2020-12-20
16,Sun,1:00PM ET,0,0,10-5,1,New York Jets,16.0,23.0,23.0,299.0,254.0,45.0,2.0,18.0,333.0,202.0,131.0,0.0,-5.93,-0.77,4.45,2020,0.6666666666666666,cle,2020-12-27
17,Sun,1:00PM ET,1,0,11-5,0,Pittsburgh Steelers,24.0,22.0,21.0,358.0,166.0,192.0,0.0,18.0,394.0,309.0,85.0,1.0,12.89,-7.05,0.33,2020,0.6875,cle,2020-01-03
Wild Card,Sun,8:15PM ET,1,0,12-5,1,Pittsburgh Steelers,48.0,37.0,20.0,390.0,263.0,127.0,0.0,34.0,553.0,501.0,52.0,5.0,14.03,-4.24,4.08,2020,0.7058823529411765,cle,2020-01-10
Division,Sun,3:05PM ET,0,0,12-6,1,Kansas City Chiefs,17.0,22.0,21.0,308.0,196.0,112.0,2.0,24.0,438.0,315.0,123.0,1.0,5.1,-19.09,8.48,2020,0.6666666666666666,cle,2020-01-17
1,Sun,4:25PM ET,0,0,0-1,1,Kansas City Chiefs,29.0,33.0,24.0,457.0,304.0,153.0,2.0,21.0,397.0,324.0,73.0,0.0,20.54,-19.34,0.35,2021,0.0,cle,2021-09-12
2,Sun,1:00PM ET,1,0,1-1,0,Houston Texans,31.0,21.0,22.0,355.0,199.0,156.0,2.0,17.0,302.0,220.0,82.0,2.0,8.22,-9.61,8.62,2021,0.5,cle,2021-09-19
3,Sun,1:00PM ET,1,0,2-1,0,Chicago Bears,26.0,6.0,26.0,418.0,203.0,215.0,0.0,6.0,47.0,1.0,46.0,0.0,6.11,19.73,-2.28,2021,0.6666666666666666,cle,2021-09-26
4,Sun,1:00PM ET,1,0,3-1,1,Minnesota Vikings,14.0,7.0,20.0,327.0,143.0,184.0,0.0,16.0,255.0,190.0,65.0,1.0,-4.58,7.71,2.13,2021,0.75,cle,2021-10-03
5,Sun,4:05PM ET,0,0,3-2,1,Los Angeles Chargers,42.0,47.0,25.0,531.0,301.0,230.0,0.0,27.0,493.0,381.0,112.0,1.0,22.52,-31.81,3.45,2021,0.6,cle,2021-10-10
6,Sun,4:05PM ET,0,0,3-3,0,Arizona Cardinals,14.0,37.0,16.0,290.0,217.0,73.0,3.0,24.0,352.0,208.0,144.0,0.0,-10.01,-16.91,1.93,2021,0.5,cle,2021-10-17
7,Thu,8:20PM ET,1,0,4-3,0,Denver Broncos,17.0,14.0,23.0,376.0,194.0,182.0,0.0,15.0,223.0,182.0,41.0,1.0,13.24,-4.39,-1.9,2021,0.5714285714285714,cle,2021-10-21
8,Sun,1:00PM ET,0,0,4-4,0,Pittsburgh Steelers,10.0,15.0,19.0,306.0,210.0,96.0,1.0,21.0,370.0,255.0,115.0,0.0,-2.67,-1.77,0.11,2021,0.5,cle,2021-10-31
9,Sun,1:00PM ET,1,0,5-4,1,Cincinnati Bengals,41.0,16.0,14.0,361.0,208.0,153.0,0.0,25.0,348.0,263.0,85.0,3.0,14.44,15.34,-4.5,2021,0.5555555555555556,cle,2021-11-07
10,Sun,1:00PM ET,0,0,5-5,1,New England Patriots,7.0,45.0,17.0,217.0,118.0,99.0,1.0,30.0,452.0,268.0,184.0,0.0,-9.48,-31.28,2.69,2021,0.5,cle,2021-11-14
